id,name,lang,status,phase,category,category_name,tier,countries,country_count,href,revenue,est_traffic,est_revenue,priority,is_new,pro_bundle,tool_count
fertilizer-zambia,Zambia Fertilizer Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZM,1,/agriculture/fertilizer/zambia,Freemium,250,3,48,,,1
fertilizer-zimbabwe,Zimbabwe Fertilizer Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZW,1,/agriculture/fertilizer/zimbabwe,Freemium,250,3,48,,,1
fish-farming-angola,Angola Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,AO,1,/agriculture/fish-farming/angola,Freemium,350,4,49,,,1
fish-farming-cameroon,Cameroon Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,CM,1,/agriculture/fish-farming/cameroon,Freemium,400,5,50,,,1
fish-farming-cote-d-ivoire,Côte d'Ivoire Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,CI,1,/agriculture/fish-farming/cote-d-ivoire,Freemium,400,5,50,,,1
fish-farming-egypt,Egypt Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,EG,1,/agriculture/fish-farming/egypt,Freemium,700,9,55,,,1
fish-farming-ethiopia,Ethiopia Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,ET,1,/agriculture/fish-farming/ethiopia,Freemium,500,7,52,,,1
fish-farming-ghana,Ghana Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,GH,1,/agriculture/fish-farming/ghana,Freemium,700,9,55,,,1
fish-farming-kenya,Kenya Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,KE,1,/agriculture/fish-farming/kenya,Freemium,900,12,57,,,1
fish-farming-morocco,Morocco Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,MA,1,/agriculture/fish-farming/morocco,Freemium,400,5,50,,,1
fish-farming-nigeria,Nigeria Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,NG,1,/agriculture/fish-farming/nigeria,Freemium,1500,20,60,,,1
fish-farming-roi,Fish Farming ROI Calculator,en,live,LIVE,agriculture,Agriculture,T3,NG|KE|ZA|GH|EG|ET|TZ|UG|RW|CI|CM|SN|MA|TN|AO,15,/agriculture/fish-farming/,Freemium,14000,200,81,,,16
fish-farming-rwanda,Rwanda Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,RW,1,/agriculture/fish-farming/rwanda,Freemium,400,5,50,,,1
fish-farming-senegal,Senegal Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,SN,1,/agriculture/fish-farming/senegal,Freemium,400,5,50,,,1
fish-farming-south-africa,South Africa Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,ZA,1,/agriculture/fish-farming/south-africa,Freemium,700,10,55,,,1
fish-farming-tanzania,Tanzania Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,TZ,1,/agriculture/fish-farming/tanzania,Freemium,500,7,52,,,1
fish-farming-tunisia,Tunisia Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,TN,1,/agriculture/fish-farming/tunisia,Freemium,350,4,49,,,1
fish-farming-uganda,Uganda Fish Farming ROI,en,live,LIVE,agriculture,Agriculture,T3,UG,1,/agriculture/fish-farming/uganda,Freemium,500,7,52,,,1
greenhouse-angola,Angola Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,AO,1,/agriculture/greenhouse/angola,Freemium,350,4,50,,,1
greenhouse-cameroon,Cameroon Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,CM,1,/agriculture/greenhouse/cameroon,Freemium,400,5,51,,,1
greenhouse-cost-estimator,Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,NG|KE|ZA|GH|EG|ET|TZ|UG|RW|CI|CM|SN|MA|TN|AO,15,/agriculture/greenhouse/,Freemium,14000,200,81,,,16
greenhouse-cote-d-ivoire,Côte d'Ivoire Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,CI,1,/agriculture/greenhouse/cote-d-ivoire,Freemium,400,5,51,,,1
greenhouse-egypt,Egypt Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,EG,1,/agriculture/greenhouse/egypt,Freemium,700,9,56,,,1
greenhouse-ethiopia,Ethiopia Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,ET,1,/agriculture/greenhouse/ethiopia,Freemium,600,8,54,,,1
greenhouse-ghana,Ghana Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,GH,1,/agriculture/greenhouse/ghana,Freemium,800,10,57,,,1
greenhouse-kenya,Kenya Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,KE,1,/agriculture/greenhouse/kenya,Freemium,1200,16,60,,,1
greenhouse-morocco,Morocco Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,MA,1,/agriculture/greenhouse/morocco,Freemium,600,8,55,,,1
greenhouse-nigeria,Nigeria Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,NG,1,/agriculture/greenhouse/nigeria,Freemium,1500,20,61,,,1
greenhouse-rwanda,Rwanda Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,RW,1,/agriculture/greenhouse/rwanda,Freemium,400,5,51,,,1
greenhouse-senegal,Senegal Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,SN,1,/agriculture/greenhouse/senegal,Freemium,400,5,51,,,1
greenhouse-south-africa,South Africa Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,ZA,1,/agriculture/greenhouse/south-africa,Freemium,900,12,58,,,1
greenhouse-tanzania,Tanzania Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,TZ,1,/agriculture/greenhouse/tanzania,Freemium,550,7,53,,,1
greenhouse-tunisia,Tunisia Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,TN,1,/agriculture/greenhouse/tunisia,Freemium,400,5,51,,,1
greenhouse-uganda,Uganda Greenhouse Cost Estimator,en,live,LIVE,agriculture,Agriculture,T3,UG,1,/agriculture/greenhouse/uganda,Freemium,500,7,52,,,1
harvest-date-estimator,Harvest Date Estimator,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/harvest-date/,Freemium,10000,150,78,,,55
input-prices,Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,NG|KE|ZA|GH|EG|ET|TZ|UG|RW|CI|CM|SN|MA|TN|AO,15,/agriculture/input-prices/,Freemium,15000,200,80,,,16
input-prices-angola,Angola Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,AO,1,/agriculture/input-prices/angola,Freemium,600,8,49,,,1
input-prices-cameroon,Cameroon Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,CM,1,/agriculture/input-prices/cameroon,Freemium,700,9,51,,,1
input-prices-cote-d-ivoire,Côte d'Ivoire Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,CI,1,/agriculture/input-prices/cote-d-ivoire,Freemium,800,10,53,,,1
input-prices-egypt,Egypt Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,EG,1,/agriculture/input-prices/egypt,Freemium,1100,14,57,,,1
input-prices-ethiopia,Ethiopia Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,ET,1,/agriculture/input-prices/ethiopia,Freemium,1000,13,56,,,1
input-prices-ghana,Ghana Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,GH,1,/agriculture/input-prices/ghana,Freemium,1200,16,58,,,1
input-prices-kenya,Kenya Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,KE,1,/agriculture/input-prices/kenya,Freemium,1500,20,60,,,1
input-prices-morocco,Morocco Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,MA,1,/agriculture/input-prices/morocco,Freemium,900,12,55,,,1
input-prices-nigeria,Nigeria Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,NG,1,/agriculture/input-prices/nigeria,Freemium,1800,25,62,,,1
input-prices-rwanda,Rwanda Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,RW,1,/agriculture/input-prices/rwanda,Freemium,700,9,52,,,1
input-prices-senegal,Senegal Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,SN,1,/agriculture/input-prices/senegal,Freemium,700,9,51,,,1
input-prices-south-africa,South Africa Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,ZA,1,/agriculture/input-prices/south-africa,Freemium,1200,16,58,,,1
input-prices-tanzania,Tanzania Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,TZ,1,/agriculture/input-prices/tanzania,Freemium,900,12,55,,,1
input-prices-tunisia,Tunisia Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,TN,1,/agriculture/input-prices/tunisia,Freemium,700,9,51,,,1
input-prices-uganda,Uganda Agri-Input Price Comparator,en,live,LIVE,agriculture,Agriculture,T3,UG,1,/agriculture/input-prices/uganda,Freemium,800,10,53,,,1
irrigation-algeria,Algeria Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,DZ,1,/agriculture/irrigation/algeria,Freemium,200,3,46,,,1
irrigation-angola,Angola Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,AO,1,/agriculture/irrigation/angola,Freemium,200,3,46,,,1
irrigation-benin,Benin Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,BJ,1,/agriculture/irrigation/benin,Freemium,200,3,46,,,1
irrigation-botswana,Botswana Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,BW,1,/agriculture/irrigation/botswana,Freemium,200,3,46,,,1
irrigation-burkina-faso,Burkina Faso Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,BF,1,/agriculture/irrigation/burkina-faso,Freemium,200,3,46,,,1
irrigation-burundi,Burundi Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,BI,1,/agriculture/irrigation/burundi,Freemium,200,3,46,,,1
irrigation-cabo-verde,Cabo Verde Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,CV,1,/agriculture/irrigation/cabo-verde,Freemium,200,3,46,,,1
irrigation-calculator,Irrigation Water Calculator,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/irrigation/,Freemium,10000,150,78,,,55
irrigation-cameroon,Cameroon Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,CM,1,/agriculture/irrigation/cameroon,Freemium,200,3,46,,,1
irrigation-central-african-republic,Central African Republic Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,CF,1,/agriculture/irrigation/central-african-republic,Freemium,200,3,46,,,1
irrigation-chad,Chad Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,TD,1,/agriculture/irrigation/chad,Freemium,200,3,46,,,1
irrigation-comoros,Comoros Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,KM,1,/agriculture/irrigation/comoros,Freemium,200,3,46,,,1
irrigation-congo-brazzaville,Congo-Brazzaville Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,CG,1,/agriculture/irrigation/congo-brazzaville,Freemium,200,3,46,,,1
irrigation-cote-d-ivoire,Côte d'Ivoire Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,CI,1,/agriculture/irrigation/cote-d-ivoire,Freemium,200,3,46,,,1
irrigation-djibouti,Djibouti Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,DJ,1,/agriculture/irrigation/djibouti,Freemium,200,3,46,,,1
irrigation-dr-congo,DR Congo Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,CD,1,/agriculture/irrigation/dr-congo,Freemium,200,3,46,,,1
irrigation-egypt,Egypt Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,EG,1,/agriculture/irrigation/egypt,Freemium,200,3,46,,,1
irrigation-equatorial-guinea,Equatorial Guinea Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,GQ,1,/agriculture/irrigation/equatorial-guinea,Freemium,200,3,46,,,1
irrigation-eritrea,Eritrea Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,ER,1,/agriculture/irrigation/eritrea,Freemium,200,3,46,,,1
irrigation-eswatini,Eswatini Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,SZ,1,/agriculture/irrigation/eswatini,Freemium,200,3,46,,,1
irrigation-ethiopia,Ethiopia Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,ET,1,/agriculture/irrigation/ethiopia,Freemium,200,3,46,,,1
irrigation-gabon,Gabon Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,GA,1,/agriculture/irrigation/gabon,Freemium,200,3,46,,,1
irrigation-gambia,Gambia Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,GM,1,/agriculture/irrigation/gambia,Freemium,200,3,46,,,1
irrigation-ghana,Ghana Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,GH,1,/agriculture/irrigation/ghana,Freemium,200,3,46,,,1
irrigation-guinea,Guinea Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,GN,1,/agriculture/irrigation/guinea,Freemium,200,3,46,,,1
irrigation-guinea-bissau,Guinea-Bissau Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,GW,1,/agriculture/irrigation/guinea-bissau,Freemium,200,3,46,,,1
irrigation-kenya,Kenya Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,KE,1,/agriculture/irrigation/kenya,Freemium,200,3,46,,,1
irrigation-lesotho,Lesotho Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,LS,1,/agriculture/irrigation/lesotho,Freemium,200,3,46,,,1
irrigation-liberia,Liberia Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,LR,1,/agriculture/irrigation/liberia,Freemium,200,3,46,,,1
irrigation-libya,Libya Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,LY,1,/agriculture/irrigation/libya,Freemium,200,3,46,,,1
irrigation-madagascar,Madagascar Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,MG,1,/agriculture/irrigation/madagascar,Freemium,200,3,46,,,1
irrigation-malawi,Malawi Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,MW,1,/agriculture/irrigation/malawi,Freemium,200,3,46,,,1
irrigation-mali,Mali Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,ML,1,/agriculture/irrigation/mali,Freemium,200,3,46,,,1
irrigation-mauritania,Mauritania Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,MR,1,/agriculture/irrigation/mauritania,Freemium,200,3,46,,,1
irrigation-mauritius,Mauritius Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,MU,1,/agriculture/irrigation/mauritius,Freemium,200,3,46,,,1
irrigation-morocco,Morocco Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,MA,1,/agriculture/irrigation/morocco,Freemium,200,3,46,,,1
irrigation-mozambique,Mozambique Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,MZ,1,/agriculture/irrigation/mozambique,Freemium,200,3,46,,,1
irrigation-namibia,Namibia Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,NA,1,/agriculture/irrigation/namibia,Freemium,200,3,46,,,1
irrigation-niger,Niger Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,NE,1,/agriculture/irrigation/niger,Freemium,200,3,46,,,1
irrigation-nigeria,Nigeria Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,NG,1,/agriculture/irrigation/nigeria,Freemium,200,3,46,,,1
irrigation-rwanda,Rwanda Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,RW,1,/agriculture/irrigation/rwanda,Freemium,200,3,46,,,1
irrigation-sao-tome-and-principe,São Tomé & Príncipe Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,ST,1,/agriculture/irrigation/sao-tome-and-principe,Freemium,200,3,46,,,1
irrigation-senegal,Senegal Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,SN,1,/agriculture/irrigation/senegal,Freemium,200,3,46,,,1
irrigation-seychelles,Seychelles Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,SC,1,/agriculture/irrigation/seychelles,Freemium,200,3,46,,,1
irrigation-sierra-leone,Sierra Leone Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,SL,1,/agriculture/irrigation/sierra-leone,Freemium,200,3,46,,,1
irrigation-somalia,Somalia Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,SO,1,/agriculture/irrigation/somalia,Freemium,200,3,46,,,1
irrigation-south-africa,South Africa Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZA,1,/agriculture/irrigation/south-africa,Freemium,200,3,46,,,1
irrigation-south-sudan,South Sudan Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,SS,1,/agriculture/irrigation/south-sudan,Freemium,200,3,46,,,1
irrigation-sudan,Sudan Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,SD,1,/agriculture/irrigation/sudan,Freemium,200,3,46,,,1
irrigation-tanzania,Tanzania Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,TZ,1,/agriculture/irrigation/tanzania,Freemium,200,3,46,,,1
irrigation-togo,Togo Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,TG,1,/agriculture/irrigation/togo,Freemium,200,3,46,,,1
irrigation-tunisia,Tunisia Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,TN,1,/agriculture/irrigation/tunisia,Freemium,200,3,46,,,1
irrigation-uganda,Uganda Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,UG,1,/agriculture/irrigation/uganda,Freemium,200,3,46,,,1
irrigation-zambia,Zambia Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZM,1,/agriculture/irrigation/zambia,Freemium,200,3,46,,,1
irrigation-zimbabwe,Zimbabwe Irrigation Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZW,1,/agriculture/irrigation/zimbabwe,Freemium,200,3,46,,,1
livestock-feed-angola,Angola Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,AO,1,/agriculture/livestock-feed/angola,Freemium,350,4,49,,,1
livestock-feed-calculator,Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,NG|KE|ZA|GH|EG|ET|TZ|UG|RW|CI|CM|SN|MA|TN|AO,15,/agriculture/livestock-feed/,Freemium,10000,140,78,,,16
livestock-feed-cameroon,Cameroon Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,CM,1,/agriculture/livestock-feed/cameroon,Freemium,400,5,50,,,1
livestock-feed-cote-d-ivoire,Côte d'Ivoire Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,CI,1,/agriculture/livestock-feed/cote-d-ivoire,Freemium,400,5,50,,,1
livestock-feed-egypt,Egypt Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,EG,1,/agriculture/livestock-feed/egypt,Freemium,700,9,55,,,1
livestock-feed-ethiopia,Ethiopia Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,ET,1,/agriculture/livestock-feed/ethiopia,Freemium,600,8,53,,,1
livestock-feed-ghana,Ghana Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,GH,1,/agriculture/livestock-feed/ghana,Freemium,700,9,55,,,1
livestock-feed-kenya,Kenya Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,KE,1,/agriculture/livestock-feed/kenya,Freemium,900,12,58,,,1
livestock-feed-morocco,Morocco Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,MA,1,/agriculture/livestock-feed/morocco,Freemium,500,7,52,,,1
livestock-feed-nigeria,Nigeria Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,NG,1,/agriculture/livestock-feed/nigeria,Freemium,1200,16,60,,,1
livestock-feed-rwanda,Rwanda Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,RW,1,/agriculture/livestock-feed/rwanda,Freemium,400,5,50,,,1
livestock-feed-senegal,Senegal Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,SN,1,/agriculture/livestock-feed/senegal,Freemium,400,5,50,,,1
livestock-feed-south-africa,South Africa Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,ZA,1,/agriculture/livestock-feed/south-africa,Freemium,700,10,56,,,1
livestock-feed-tanzania,Tanzania Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,TZ,1,/agriculture/livestock-feed/tanzania,Freemium,550,7,52,,,1
livestock-feed-tunisia,Tunisia Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,TN,1,/agriculture/livestock-feed/tunisia,Freemium,400,5,49,,,1
livestock-feed-uganda,Uganda Livestock Feed Calculator,en,live,LIVE,agriculture,Agriculture,T3,UG,1,/agriculture/livestock-feed/uganda,Freemium,500,7,51,,,1
pesticide-dosage-calculator,Pesticide Dosage Calculator,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/pesticide-dosage/,Freemium,9000,120,77,,,1
planting-calendar,Crop Planting Calendar,en,live,LIVE,agriculture,Agriculture,T2,ALL,1,/tools/planting-calendar/,Premium + agri,6000,200,78,,,1
poultry-roi-calculator,Poultry Farm ROI Calculator,en,live,LIVE,agriculture,Agriculture,T3,NG|KE|ZA|GH|EG|ET|TZ|UG|RW|CI|CM|SN|MA|TN|AO,15,/agriculture/poultry-roi/,Freemium,9000,130,77,,,16
seed-rate-ao,Angola Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,AO,1,/agriculture/seed-rate/angola,Freemium,350,5,50,,,1
seed-rate-bf,Burkina Faso Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,BF,1,/agriculture/seed-rate/burkina-faso,Freemium,350,5,50,,,1
seed-rate-bi,Burundi Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,BI,1,/agriculture/seed-rate/burundi,Freemium,350,5,50,,,1
seed-rate-bj,Benin Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,BJ,1,/agriculture/seed-rate/benin,Freemium,350,5,50,,,1
seed-rate-bw,Botswana Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,BW,1,/agriculture/seed-rate/botswana,Freemium,350,5,50,,,1
seed-rate-calculator,Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ALL,1,/agriculture/seed-rate/,Freemium,12000,180,79,,,55
seed-rate-cd,DR Congo Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,CD,1,/agriculture/seed-rate/dr-congo,Freemium,350,5,50,,,1
seed-rate-cf,Central African Republic Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,CF,1,/agriculture/seed-rate/central-african-republic,Freemium,350,5,50,,,1
seed-rate-cg,Congo (Brazzaville) Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,CG,1,/agriculture/seed-rate/congo-brazzaville,Freemium,350,5,50,,,1
seed-rate-ci,Cote d'Ivoire Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,CI,1,/agriculture/seed-rate/cote-d-ivoire,Freemium,350,5,50,,,1
seed-rate-cm,Cameroon Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,CM,1,/agriculture/seed-rate/cameroon,Freemium,350,5,50,,,1
seed-rate-cv,Cabo Verde Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,CV,1,/agriculture/seed-rate/cabo-verde,Freemium,350,5,50,,,1
seed-rate-dj,Djibouti Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,DJ,1,/agriculture/seed-rate/djibouti,Freemium,350,5,50,,,1
seed-rate-dz,Algeria Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,DZ,1,/agriculture/seed-rate/algeria,Freemium,350,5,50,,,1
seed-rate-eg,Egypt Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,EG,1,/agriculture/seed-rate/egypt,Freemium,350,5,50,,,1
seed-rate-er,Eritrea Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ER,1,/agriculture/seed-rate/eritrea,Freemium,350,5,50,,,1
seed-rate-et,Ethiopia Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ET,1,/agriculture/seed-rate/ethiopia,Freemium,350,5,50,,,1
seed-rate-ga,Gabon Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,GA,1,/agriculture/seed-rate/gabon,Freemium,350,5,50,,,1
seed-rate-gh,Ghana Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,GH,1,/agriculture/seed-rate/ghana,Freemium,350,5,50,,,1
seed-rate-gm,Gambia Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,GM,1,/agriculture/seed-rate/gambia,Freemium,350,5,50,,,1
seed-rate-gn,Guinea Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,GN,1,/agriculture/seed-rate/guinea,Freemium,350,5,50,,,1
seed-rate-gq,Equatorial Guinea Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,GQ,1,/agriculture/seed-rate/equatorial-guinea,Freemium,350,5,50,,,1
seed-rate-gw,Guinea-Bissau Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,GW,1,/agriculture/seed-rate/guinea-bissau,Freemium,350,5,50,,,1
seed-rate-ke,Kenya Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,KE,1,/agriculture/seed-rate/kenya,Freemium,350,5,50,,,1
seed-rate-km,Comoros Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,KM,1,/agriculture/seed-rate/comoros,Freemium,350,5,50,,,1
seed-rate-lr,Liberia Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,LR,1,/agriculture/seed-rate/liberia,Freemium,350,5,50,,,1
seed-rate-ls,Lesotho Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,LS,1,/agriculture/seed-rate/lesotho,Freemium,350,5,50,,,1
seed-rate-ly,Libya Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,LY,1,/agriculture/seed-rate/libya,Freemium,350,5,50,,,1
seed-rate-ma,Morocco Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,MA,1,/agriculture/seed-rate/morocco,Freemium,350,5,50,,,1
seed-rate-mg,Madagascar Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,MG,1,/agriculture/seed-rate/madagascar,Freemium,350,5,50,,,1
seed-rate-ml,Mali Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,ML,1,/agriculture/seed-rate/mali,Freemium,350,5,50,,,1
seed-rate-mr,Mauritania Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,MR,1,/agriculture/seed-rate/mauritania,Freemium,350,5,50,,,1
seed-rate-mu,Mauritius Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,MU,1,/agriculture/seed-rate/mauritius,Freemium,350,5,50,,,1
seed-rate-mw,Malawi Seed Rate Calculator,en,live,LIVE,agriculture,Agriculture,T3,MW,1,/agriculture/seed-rate/malawi,Freemium,350,5,50,,,1
