id,name,lang,status,phase,category,category_name,tier,countries,country_count,href,revenue,est_traffic,est_revenue,priority,is_new,pro_bundle,tool_count
drug-dosage,Medication Dosage Calculator,en,live,LIVE,health,Health & Wellness,T2,ALL,1,/tools/drug-dosage/,Freemium,5000,120,76,,,1
drug-price-compare,Drug/Medicine Price Comparator,en,new,NEW,health,Health & Wellness,T2,NG|KE|ZA|GH,4,/tools/drug-price-compare/,,10000,,91,,,1
due-date,Pregnancy Due Date Calculator,en,live,LIVE,health,Health & Wellness,T3,ALL,1,/health/pregnancy-due-date/,Ad-supported,6000,80,78,,,1
due-date-tools,Pregnancy Due Date Calculator,en,live,LIVE,health,Health & Wellness,T2,ALL,1,/tools/due-date,Ad-supported,600,,50,,,1
ebola-checklist,Ebola Preparedness Checklist,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/ebola-checklist/,,2000,,60,,,1
eye-care-cost,Eye Care Cost Calculator,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/eye-care-cost/,,4000,,73,,,1
genotype-checker,Genotype Compatibility Checker,en,new,NEW,health,Health & Wellness,T2,ALL,1,/tools/genotype-checker/,,15000,,95,,,1
gym-cost-compare,Gym Membership Cost Comparator,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/gym-cost-compare/,,4000,,70,,,1
hep-b-screening,Hepatitis B Screening Cost Estimator,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/hep-b-screening/,,3000,,68,,,1
hiv-treatment-cost,HIV/AIDS Treatment Cost Calculator,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/hiv-treatment-cost/,,5000,,82,,,1
home-workout,Home Workout Calorie Burner,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/home-workout/,,5000,,72,,,1
hospital-cost,African Hospital Cost Estimator,en,live,LIVE,health,Health & Wellness,T2,ALL,1,/tools/hospital-cost/,Freemium,7000,140,76,,,1
malaria-risk,Malaria Risk by Region,en,live,LIVE,health,Health & Wellness,T3,ALL,1,/tools/malaria-risk/,Ad-supported,5000,60,70,,,1
maternal-mortality,Maternal Mortality Risk Assessment,en,new,NEW,health,Health & Wellness,T2,ALL,1,/tools/maternal-mortality/,,8000,,87,,,1
medical-report,Medical Report Interpreter,en,live,LIVE,health,Health & Wellness,T1,ALL,1,/tools/medical-report/,Freemium,15000,400,99,,yes,1
medical-tourism,Medical Tourism Cost Comparator,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/medical-tourism/,,6000,,78,,,1
mental-health-cost,Mental Health Service Cost Finder,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/mental-health-cost/,,5000,,76,,,1
ovulation-calc,Ovulation & Fertility Calculator,en,live,LIVE,health,Health & Wellness,T3,ALL,1,/tools/ovulation-calc/,Ad-supported,6000,80,74,,,1
pregnancy-nutrition,Pregnancy Nutrition Calculator (African Diet),en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/pregnancy-nutrition/,,7000,,82,,,1
sickle-cell,Sickle Cell Genotype Advisor,en,live,LIVE,health,Health & Wellness,T2,ALL,1,/tools/sickle-cell/,Freemium,11000,165,83,,,1
tb-tracker,Tuberculosis Treatment Tracker,en,queued,QUEUED,health,Health & Wellness,T2,ALL,1,/tools/tb-tracker/,,3000,,72,,,1
traditional-vs-western,Traditional vs Western Medicine Cost,en,new,NEW,health,Health & Wellness,T2,ALL,1,/tools/traditional-vs-western/,,6000,,80,,,1
vaccine-schedule,African Child Vaccine Schedule,en,live,LIVE,health,Health & Wellness,T2,ALL,1,/tools/vaccine-schedule/,Freemium,9000,135,80,,,1
waist-hip-ratio,Waist-Hip Ratio Calculator,en,live,LIVE,health,Health & Wellness,T3,ALL,1,/tools/waist-hip-ratio/,Free,5000,50,68,,,1
water-intake,Water Intake Calculator,en,live,LIVE,health,Health & Wellness,T3,ALL,1,/tools/water-intake/,Free,6000,60,70,,,1
water-quality,Water Safety Checker,en,live,LIVE,health,Health & Wellness,T3,ALL,1,/tools/water-quality/,Affiliate,4000,80,70,,,1
contractor-vs-employee,Contractor vs Employee Cost — All 54 African Countries,en,live,LIVE,hr-payroll,HR & Payroll,T3,ALL,1,/tools/contractor-vs-employee/,Freemium,1000,15,50,,,55
domestic-worker,Domestic Worker Salary Guide — All 15 African Countries,en,live,LIVE,hr-payroll,HR & Payroll,T3,ALL,1,/tools/domestic-worker/,Freemium,1000,15,50,,,16
employee-cost,Employee Cost Calculator — All 54 African Countries,en,live,LIVE,hr-payroll,HR & Payroll,T3,ALL,1,/tools/employee-cost/,Freemium,1000,15,50,,,55
gratuity-calculator,Gratuity & Severance Calculator — All 54 African Countries,en,live,LIVE,hr-payroll,HR & Payroll,T3,ALL,1,/tools/gratuity-calculator/,Freemium,1000,15,50,,,55
maternity-leave,Maternity & Paternity Leave Calculator — All 54 African Countries,en,live,LIVE,hr-payroll,HR & Payroll,T3,ALL,1,/tools/maternity-leave/,Freemium,1000,15,50,,,55
retrenchment-calculator,Retrenchment Package Calculator — All 54 African Countries,en,live,LIVE,hr-payroll,HR & Payroll,T3,ALL,1,/tools/retrenchment-calculator/,Freemium,1000,15,50,,,55
background-remover,Background Remover,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/background-remover/,Premium batch,15000,300,91,,,1
certificate-maker,Certificate Generator,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/certificate-maker/,Premium templates,8000,200,82,,,1
color-picker,Color Picker & Converter,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/color-picker/,Free,8000,80,80,,,1
colour-palette,African Colour Palette Generator,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/colour-palette/,Freemium,8000,120,76,,,1
favicon-generator,Favicon Generator,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/favicon-generator/,Free,6000,50,76,,,1
flyer-maker,Flyer & Poster Maker,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/flyer-maker/,Premium templates,12000,350,86,,,1
image-compress,Image Compressor,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/image-compress/,Freemium,18000,220,92,,,1
image-crop,Image Crop & Rotate,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/image-crop/,Free,10000,80,82,,,1
image-filters,Photo Filter & Editor,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/image-filters/,Free,8000,60,77,,,1
image-format-convert,Image Format Converter,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/image-format-convert/,Free,8000,80,73,,,1
image-resize,Image Resizer & Converter,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/image-resize/,Freemium,15000,180,91,,,1
image-to-text,Image to Text (OCR),en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/image-to-text/,Freemium,10000,150,85,,,1
logo-maker,Logo Maker,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/logo-maker/,Premium download,8000,300,84,,,1
meme-generator,Meme Generator,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/meme-generator/,Ad-supported,20000,200,87,,,1
passport-photo,Passport Photo Tool,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/passport-photo/,Premium prints,10000,200,88,,,1
qr-generator,QR Code Generator,en,live,LIVE,image-design,Image & Design,T3,ALL,1,/tools/qr-generator/,Freemium,12000,150,90,,,1
social-card,Social Media Card Generator,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/social-card/,Premium templates,10000,200,83,,,1
thumbnail-maker,YouTube Thumbnail Maker,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/thumbnail-maker/,Freemium,10000,150,80,,,1
watermark-bulk,Bulk Watermark Tool,en,live,LIVE,image-design,Image & Design,T2,ALL,1,/tools/watermark-bulk/,Freemium,7000,105,74,,,1
business-insurance,Business Insurance Estimator,en,live,LIVE,insurance,Insurance,T2,ALL,1,/tools/business-insurance/,Ads,6500,130,85,,,16
car-insurance,Car Insurance Estimator,en,live,LIVE,insurance,Insurance,T2,ALL,1,/tools/car-insurance/,Ads,8000,150,88,,,55
claim-tracker,Insurance Claim Checklist for Africa — Step-by-Step Guide,en,live,LIVE,insurance,Insurance,T3,ALL,1,/tools/claim-tracker/,Freemium,1000,15,50,,,1
crop-insurance-calc,Crop Insurance Calculator — 15 African Countries,en,live,LIVE,insurance,Insurance,T3,ALL,1,/tools/crop-insurance-calc/,Freemium,1000,15,50,,,16
fire-insurance,Fire Insurance Calculator for Africa — Building Cover Estimator,en,live,LIVE,insurance,Insurance,T3,ALL,1,/tools/fire-insurance/,Freemium,1000,15,50,,,1
funeral-insurance,Funeral Insurance Calculator,en,live,LIVE,insurance,Insurance,T2,ZA|ZW|ZM|KE,4,/tools/funeral-insurance/,Ads,5000,100,82,,,16
health-contribution,Health Contribution (NHIF/SHIF),en,live,LIVE,insurance,Insurance,T2,KE|GH|NG,3,/tools/health-contribution/,Ads,5000,100,83,,,55
health-insurance-compare,Health Insurance Comparator,en,live,LIVE,insurance,Insurance,T2,ALL,1,/tools/health-insurance-compare/,Ads,9000,160,89,,,16
insurance-fraud-checker,Insurance Fraud Red Flag Checker — Africa,en,live,LIVE,insurance,Insurance,T3,ALL,1,/tools/insurance-fraud-checker/,Freemium,1000,15,50,,,1
life-insurance-calc,Life Insurance Calculator,en,live,LIVE,insurance,Insurance,T2,ALL,1,/tools/life-insurance-calc/,Ads,7000,140,87,,,16
marine-insurance,Marine & Cargo Insurance Calculator for Africa,en,live,LIVE,insurance,Insurance,T3,ALL,1,/tools/marine-insurance/,Freemium,1000,15,50,,,1
microinsurance,Microinsurance Premium Calculator — 15 African Countries,en,live,LIVE,insurance,Insurance,T3,ALL,1,/tools/microinsurance/,Freemium,1000,15,50,,,16
motor-third-party,Motor Third-Party Premium,en,live,LIVE,insurance,Insurance,T2,ALL,1,/tools/motor-third-party/,Ads,6000,120,84,,,55
professional-indemnity,Professional Indemnity Insurance Calculator for Africa,en,live,LIVE,insurance,Insurance,T3,ALL,1,/tools/professional-indemnity/,Freemium,1000,15,50,,,1
travel-insurance,Travel Insurance Estimator,en,live,LIVE,insurance,Insurance,T2,ALL,1,/tools/travel-insurance/,Ads,7000,130,86,,,1
workers-comp,Workers Compensation Calculator,en,live,LIVE,insurance,Insurance,T2,ALL,1,/tools/workers-comp/,Ads,4500,90,80,,,55
african-name-meaning,African Name Meaning Finder,en,live,LIVE,language,Language & Translation,T3,ALL,1,/tools/african-name-meaning/,Free,18000,180,83,,,1
amharic-translator,Amharic Translator,en,live,LIVE,language,Language & Translation,T2,ET|ER,2,/tools/amharic-translator/,Freemium,5000,125,75,,,1
arabic-calc,Arabic Number Converter,en,live,LIVE,language,Language & Translation,T3,EG|MA|DZ|TN|LY|SD|MR,7,/tools/arabic-numerals/,Free,3000,24,64,,,1
french-african,Francophone Africa Translator,en,live,LIVE,language,Language & Translation,T2,SN|CI|CM,3,/tools/french-african/,Freemium,9000,90,78,,,1
hausa-translator,Hausa Translator & Phrasebook,en,live,LIVE,language,Language & Translation,T2,NG|NE|GH,3,/tools/hausa-translator/,Freemium,5000,125,76,,,1
igbo-translator,Igbo Translator & Phrasebook,en,live,LIVE,language,Language & Translation,T2,NG,1,/tools/igbo-translator/,Freemium,5000,125,75,,,1
pidgin-translator,Nigerian Pidgin Translator,en,live,LIVE,language,Language & Translation,T2,NG,1,/tools/pidgin-translator/,Freemium,15000,150,84,,,1
swahili-translator,Swahili Translator,en,live,LIVE,language,Language & Translation,T2,KE|TZ|UG|RW,4,/tools/swahili-translator/,Freemium,8000,200,82,,,1
transliterate,Transliteration Tool,en,live,LIVE,language,Language & Translation,T3,ALL,1,/tools/transliterate/,Free,3000,24,62,,,1
yoruba-translator,Yoruba Translator & Phrasebook,en,live,LIVE,language,Language & Translation,T2,NG,1,/tools/yoruba-translator/,Freemium,6000,150,78,,,1
zulu-translator,Zulu Translator & Phrasebook,en,live,LIVE,language,Language & Translation,T2,ZA,1,/tools/zulu-translator/,Freemium,4000,100,73,,,1
affidavit-generator,Affidavit Generator Africa 2026 — Free Legal Affidavit Template,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/affidavit-generator/,Freemium,1000,15,50,,,1
agent-commission,Real Estate Agent Commission Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/agent-commission/,Freemium,6000,180,80,yes,,1
annual-returns,Annual Returns Filing Guide — African Companies,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/annual-returns/,Freemium,1000,15,50,,,1
bail-calculator,Bail Calculator Africa 2026 — Bail Range Guide for 16 Countries,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/bail-calculator/,Freemium,1000,15,50,,,1
board-resolution,Board Resolution Template Generator — African Companies,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/board-resolution/,Freemium,1000,15,50,,,1
breach-notification,Data Breach Notification Template Generator — Africa,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/breach-notification/,Freemium,1000,15,50,,,1
building-materials,Building Material Cost Estimator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/building-materials/,Freemium,9000,270,85,yes,,1
building-permit,Building Permit Checklist,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/building-permit/,Freemium,6500,195,79,yes,,1
business-license,Business License Requirements by Country & Industry — Africa,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/business-license/,Freemium,1000,15,50,,,17
business-registration,Business Registration Checklist,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/business-registration/,Ads,10000,160,90,,,1
cac-checker,CAC / Business Name Checker,en,live,LIVE,legal,Mortgage & Property,T2,NG,1,/tools/cac-checker/,Freemium,8000,160,79,,,1
cac-cost,Nigeria CAC Registration Cost,en,live,LIVE,legal,Mortgage & Property,T2,NG,1,/tools/cac-cost/,Affiliate,5000,200,78,,,1
child-support,Child Support Calculator,en,live,LIVE,legal,Mortgage & Property,T2,NG|KE|ZA|GH,4,/tools/child-support/,Ads,7000,110,83,,,1
cipc-cost,SA CIPC Registration Cost,en,live,LIVE,legal,Mortgage & Property,T2,ZA,1,/tools/cipc-cost/,Affiliate,3000,120,74,,,1
company-type-selector,Company Type Selector,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/company-type-selector/,Ads,8000,130,87,,,1
construction-budget,House Construction Budget Planner,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/construction-budget/,Freemium,8000,240,84,yes,,1
contract-gen,Contract Generator,en,live,LIVE,legal,Mortgage & Property,T1,ALL,1,/tools/contract-generator/,Premium templates,8000,500,86,,,1
cookie-consent,Cookie Consent Banner Generator — Africa NDPA POPIA GDPR,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/cookie-consent/,Freemium,1000,15,50,,,1
court-fees,Court Fee Calculator,en,live,LIVE,legal,Mortgage & Property,T2,NG|KE|ZA|GH,4,/tools/court-fees/,Ads,5000,90,80,,,1
data-compliance,POPIA/NDPR Compliance Checker,en,live,LIVE,legal,Mortgage & Property,T1,ALL,1,/tools/data-compliance/,Premium audit,4000,400,82,,,1
dev-feasibility,Property Development Feasibility Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/dev-feasibility/,Freemium,5000,200,82,yes,,1
diaspora-property,Diaspora Property Investment Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/diaspora-property/,Freemium,9000,270,85,yes,,1
divorce-settlement,Divorce Settlement Calculator Africa 2026 — Asset Division Estimator,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/divorce-settlement/,Freemium,1000,15,50,,,1
dpa-generator,Data Processing Agreement (DPA) Generator — Africa,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/dpa-generator/,Freemium,1000,15,50,,,1
dpia-tool,DPIA Tool — Data Protection Impact Assessment,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/dpia-tool/,Freemium,1000,15,50,,,1
employment-contract,Employment Contract Builder,en,live,LIVE,legal,Mortgage & Property,T1,NG|KE|GH,3,/tools/employment-contract/,Freemium,10000,250,83,,,55
foreign-company-reg,Foreign Company Registration Guide — 16 African Countries,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/foreign-company-reg/,Freemium,1000,15,50,,,1
gdpr-vs-africa,GDPR vs African Data Protection Laws Comparison 2024,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/gdpr-vs-africa/,Freemium,1000,15,50,,,1
inheritance-tax,Inheritance Tax Calculator Africa 2026 — Estate & Death Duty,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/inheritance-tax/,Freemium,1000,15,50,,,1
ip-protection,IP Protection Guide — Intellectual Property in Africa,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/ip-protection/,Freemium,1000,15,50,,,1
ip-rights-africa,African IP Rights Guide,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/ip-rights-africa/,Freemium,5000,100,72,,,1
land-title-check,Land Title Verification Checklist,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/land-title-check/,Freemium,9000,270,87,yes,,1
leave-days,Statutory Leave Days Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/leave-days/,Freemium,5000,150,76,,,1
legal-aid,Legal Aid Eligibility Checker Africa 2026 — 16 Countries,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/legal-aid/,Freemium,1000,15,50,,,1
minimum-wage-legal,Minimum Wage Reference (Legal),en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/minimum-wage/,Freemium,6000,120,76,,,1
nda-generator,NDA Generator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/nda-generator/,Freemium,9000,150,88,,,1
ndpa-checker,NDPA Compliance Checker,en,live,LIVE,legal,Mortgage & Property,T2,NG,1,/tools/ndpa-checker/,Freemium,5000,100,82,,,1
ng-nhf,Africa Housing Fund Calculator,en,live,LIVE,legal,Mortgage & Property,T1,ALL,1,/tools/ng-nhf/,Freemium,10000,200,85,,,1
offplan-vs-ready,Off-Plan vs Ready Property Comparator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/offplan-vs-ready/,Freemium,7500,225,83,yes,,1
partnership-agreement,Partnership Agreement Generator — African Businesses,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/partnership-agreement/,Freemium,1000,15,50,,,1
plot-converter,Plot Size Converter,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/plot-converter/,Freemium,8000,160,81,yes,,1
popia-checker,POPIA Compliance Checker,en,live,LIVE,legal,Mortgage & Property,T2,ZA,1,/tools/popia-checker/,Freemium,6000,110,83,,,1
power-of-attorney,Power of Attorney Generator Africa 2026 — Free POA Template,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/power-of-attorney/,Freemium,1000,15,50,,,1
privacy-policy-gen,Privacy Policy Generator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/privacy-policy-gen/,Freemium,8000,130,86,,,1
property-cgt,Property Capital Gains Tax Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/property-cgt/,Freemium,7000,210,83,yes,,1
property-mgmt-fees,Property Management Fee Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/property-mgmt-fees/,Freemium,6000,180,80,yes,,1
property-tax,African Property Tax Calculator,en,live,LIVE,legal,Mortgage & Property,T1,ALL,1,/tools/property-tax/,Freemium,8000,250,84,,,1
property-valuation,Property Valuation Estimator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/property-valuation/,Freemium,8000,240,85,yes,,1
rent-affordability,Rent Affordability Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/rent-affordability/,Freemium,7000,210,83,yes,,1
rental-agreement,Rental Agreement Generator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/rental-agreement/,Freemium,10000,300,86,yes,,1
rental-yield,Rental Yield Calculator,en,live,LIVE,legal,Mortgage & Property,T1,ALL,1,/tools/rental-yield/,Affiliate,8000,350,84,,,1
service-charge,Property Service Charge Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/service-charge/,Freemium,5000,150,78,yes,,1
shareholder-agreement,Shareholder Agreement Generator — African Startups & Companies,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/shareholder-agreement/,Freemium,1000,15,50,,,1
short-let-calc,Short-Let (Airbnb) Income Calculator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/short-let-calc/,Freemium,7000,210,82,yes,,1
stamp-duty,Stamp Duty Calculator,en,live,LIVE,legal,Mortgage & Property,T2,NG|KE|GH|ZA|TZ,5,/tools/stamp-duty/,Freemium,4000,120,76,,,1
statutory-declaration,Statutory Declaration Generator Africa 2026 — Free Template,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/statutory-declaration/,Freemium,1000,15,50,,,1
survey-cost,Land Survey Cost Estimator,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/survey-cost/,Freemium,5000,150,79,yes,,1
tenancy-agreement,Tenancy Agreement Generator,en,live,LIVE,legal,Mortgage & Property,T1,NG|KE|GH|ZA,4,/tools/tenancy-agreement/,Freemium,12000,300,86,,,55
tenancy-deposit,Tenancy Deposit Calculator,en,live,LIVE,legal,Mortgage & Property,T2,NG|KE|GH|ZA,4,/tools/tenancy-deposit/,Freemium,5000,150,76,,,1
tenant-screening,Tenant Screening Checklist,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/tenant-screening/,Freemium,6000,180,81,yes,,1
tin-guide,TIN Registration Guide — Tax Identification Numbers Africa,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/tin-guide/,Freemium,1000,15,50,,,55
trademark-registration,Trademark Registration Guide — Africa,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/trademark-registration/,Freemium,1000,15,50,,,1
visa-cost,African Visa Cost Checker,en,live,LIVE,legal,Mortgage & Property,T2,ALL,1,/tools/visa-cost/,Affiliate,8000,300,82,,,1
will-generator,Will / Testament Generator,en,live,LIVE,legal,Mortgage & Property,T2,NG|KE|ZA|GH,4,/tools/will-generator/,Freemium,7000,120,84,,,1
winding-up,Company Winding-Up Checklist — 16 African Countries,en,live,LIVE,legal,Mortgage & Property,T3,ALL,1,/tools/winding-up/,Freemium,1000,15,50,,,1
50-30-20-budget,"50/30/20 Budget Calculator for Africa — Needs, Wants & Savings",en,live,LIVE,personal-finance,Personal Finance,T3,ALL,1,/tools/50-30-20-budget/,Freemium,1000,15,50,,,1
album-budget,Album / EP Release Budget Calculator — Africa,en,live,LIVE,personal-finance,Personal Finance,T3,ALL,1,/tools/album-budget/,Freemium,1000,15,50,,,1
film-budget,Film / Movie Budget Breakdown Tool — Nollywood & Africa,en,live,LIVE,personal-finance,Personal Finance,T3,ALL,1,/tools/film-budget/,Freemium,1000,15,50,,,1
security-emergency-fund,Security Emergency Fund,en,live,LIVE,personal-finance,Personal Finance,T3,ALL,1,/tools/security-emergency-fund/,Freemium,1000,15,50,,,1
side-hustle-ranker,African Side Hustle Profitability Ranker — Top 5 for Your Profile,en,live,LIVE,personal-finance,Personal Finance,T3,ALL,1,/tools/side-hustle-ranker/,Freemium,1000,15,50,,,1
halal-compliance,Halal Business Compliance Checker — Africa,en,live,LIVE,religious-cultural,Religious & Cultural,T3,ALL,1,/tools/halal-compliance/,Freemium,1000,15,50,,,1
islamic-calendar,Islamic Calendar Converter — Gregorian to Hijri,en,live,LIVE,religious-cultural,Religious & Cultural,T3,ALL,1,/tools/islamic-calendar/,Freemium,1000,15,50,,,1
cctv-cost,CCTV System Cost Calculator — Africa,en,live,LIVE,security,Security & Safety,T3,ALL,1,/tools/cctv-cost/,Freemium,1000,15,50,,,1
cybersecurity-assessment,Cybersecurity Risk Assessment Tool — Africa,en,live,LIVE,security,Security & Safety,T3,ALL,1,/tools/cybersecurity-assessment/,Freemium,1000,15,50,,,1
data-breach-cost,Data Breach Cost Calculator — Africa,en,live,LIVE,security,Security & Safety,T3,ALL,1,/tools/data-breach-cost/,Freemium,1000,15,50,,,1
fire-safety-checklist,Fire Safety Compliance Checker — Africa,en,live,LIVE,security,Security & Safety,T3,ALL,1,/tools/fire-safety-checklist/,Freemium,1000,15,50,,,1
home-security-cost,Home Security Cost Estimator — Africa,en,live,LIVE,security,Security & Safety,T3,ALL,1,/tools/home-security-cost/,Freemium,1000,15,50,,,1
password-strength,Password Strength Checker — 100% Client-Side,en,live,LIVE,security,Security & Safety,T3,ALL,1,/tools/password-strength/,Freemium,1000,15,50,,,1
phishing-quiz,Phishing Detection Quiz — Africa,en,live,LIVE,security,Security & Safety,T3,ALL,1,/tools/phishing-quiz/,Freemium,1000,15,50,,,1
brand-collab-roi,Brand Collaboration ROI Calculator — Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/brand-collab-roi/,Freemium,1000,15,50,,,1
burn-rate,Burn Rate Calculator,en,new,NEW,small-business,Small Business & SME,T2,ALL,1,/tools/burn-rate/,,5500,75,84,,,1
business-continuity,Business Continuity Plan Generator — Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/business-continuity/,Freemium,1000,15,50,,,1
cash-flow-forecast,Cash Flow Forecast Tool,en,new,NEW,small-business,Small Business & SME,T2,ALL,1,/tools/cash-flow-forecast/,,5000,70,83,,,1
churn-rate,Churn Rate Calculator,en,new,NEW,small-business,Small Business & SME,T2,ALL,1,/tools/churn-rate/,,3500,50,76,,,1
event-decoration-cost,Event Decoration Cost Calculator — Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/event-decoration-cost/,Freemium,1000,15,50,,,1
factory-setup-cost,Factory Setup Cost Estimator Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/factory-setup-cost/,Freemium,1000,15,50,,,1
fashion-brand-startup,Fashion Brand Startup Cost Calculator — Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/fashion-brand-startup/,Freemium,1000,15,50,,,1
freelance-contract,Freelance Contract Generator for Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/freelance-contract/,Freemium,1000,15,50,,,1
freelancer-rate,Freelancer Rate Card — All 15 African Countries,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/freelancer-rate/,Freemium,1000,15,50,,,16
graphic-design-pricing,Graphic Design Pricing Calculator — Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/graphic-design-pricing/,Freemium,1000,15,50,,,1
guard-service-cost,Guard Service Cost Comparator — Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/guard-service-cost/,Freemium,1000,15,50,,,1
influencer-rate,Influencer Rate Card Generator — Africa,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/influencer-rate/,Freemium,1000,15,50,,,1
made-in-africa-label,Made in Africa Label Checker — AfCFTA Rules of Origin,en,live,LIVE,small-business,Small Business & SME,T3,ALL,1,/tools/made-in-africa-label/,Freemium,1000,15,50,,,1
mama-put,Mama Put / Food Vendor Business Calculator,en,new,NEW,small-business,Small Business & SME,T2,ALL,1,/tools/mama-put/,,7000,90,88,,,1
marketplace-fees,Marketplace Fee Comparator (Africa),en,new,NEW,small-business,Small Business & SME,T2,NG|KE|ZA|GH,4,/tools/marketplace-fees/,,6000,80,85,,,1
