"route","file","issue_id","detail"
"/sw/seychelles/","sw/seychelles/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/seychelles/","sw/seychelles/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/sierra-leone/","sw/sierra-leone/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/sierra-leone/","sw/sierra-leone/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/somalia/","sw/somalia/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/somalia/","sw/somalia/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/south-africa/","sw/south-africa/index.html","many_inline_light_backgrounds","143 inline light backgrounds may need token coverage."
"/sw/south-africa/","sw/south-africa/index.html","many_inline_dark_text_colors","108 inline dark text colors may clash in dark mode."
"/sw/south-sudan/","sw/south-sudan/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/south-sudan/","sw/south-sudan/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/sudan/","sw/sudan/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/sudan/","sw/sudan/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/tanzania/","sw/tanzania/index.html","many_inline_light_backgrounds","143 inline light backgrounds may need token coverage."
"/sw/tanzania/","sw/tanzania/index.html","many_inline_dark_text_colors","108 inline dark text colors may clash in dark mode."
"/sw/togo/","sw/togo/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/togo/","sw/togo/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/tools/","sw/tools/index.html","many_inline_light_backgrounds","306 inline light backgrounds may need token coverage."
"/sw/tools/","sw/tools/index.html","many_inline_dark_text_colors","270 inline dark text colors may clash in dark mode."
"/sw/tunisia/","sw/tunisia/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/tunisia/","sw/tunisia/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/ubunifu-na-watayarishi/","sw/ubunifu-na-watayarishi/index.html","many_inline_light_backgrounds","18 inline light backgrounds may need token coverage."
"/sw/uganda/","sw/uganda/index.html","many_inline_light_backgrounds","131 inline light backgrounds may need token coverage."
"/sw/uganda/","sw/uganda/index.html","many_inline_dark_text_colors","96 inline dark text colors may clash in dark mode."
"/sw/usafiri-na-magari/","sw/usafiri-na-magari/index.html","many_inline_light_backgrounds","16 inline light backgrounds may need token coverage."
"/sw/usafiri-na-magari/","sw/usafiri-na-magari/index.html","many_inline_dark_text_colors","10 inline dark text colors may clash in dark mode."
"/sw/vat-na-kodi/","sw/vat-na-kodi/index.html","many_inline_light_backgrounds","68 inline light backgrounds may need token coverage."
"/sw/vat-na-kodi/","sw/vat-na-kodi/index.html","many_inline_dark_text_colors","68 inline dark text colors may clash in dark mode."
"/sw/zambia/","sw/zambia/index.html","many_inline_light_backgrounds","86 inline light backgrounds may need token coverage."
"/sw/zambia/","sw/zambia/index.html","many_inline_dark_text_colors","71 inline dark text colors may clash in dark mode."
"/sw/zambia/kikokotoo-kodi-mshahara/","sw/zambia/kikokotoo-kodi-mshahara/index.html","many_inline_dark_text_colors","9 inline dark text colors may clash in dark mode."
"/sw/zana-za-developer/","sw/zana-za-developer/index.html","many_inline_light_backgrounds","26 inline light backgrounds may need token coverage."
"/sw/zana-za-developer/","sw/zana-za-developer/index.html","many_inline_dark_text_colors","6 inline dark text colors may clash in dark mode."
"/sw/zana-zote/","sw/zana-zote/index.html","many_inline_light_backgrounds","306 inline light backgrounds may need token coverage."
"/sw/zana-zote/","sw/zana-zote/index.html","many_inline_dark_text_colors","270 inline dark text colors may clash in dark mode."
"/sw/zana/barua-ombi/","sw/zana/barua-ombi/index.html","many_inline_light_backgrounds","13 inline light backgrounds may need token coverage."
"/sw/zana/barua-ombi/","sw/zana/barua-ombi/index.html","many_inline_dark_text_colors","9 inline dark text colors may clash in dark mode."
"/sw/zana/hariri-pdf/","sw/zana/hariri-pdf/index.html","many_inline_light_backgrounds","20 inline light backgrounds may need token coverage."
"/sw/zana/hariri-pdf/","sw/zana/hariri-pdf/index.html","many_inline_dark_text_colors","17 inline dark text colors may clash in dark mode."
"/sw/zana/kichwa-na-kijachini-pdf/","sw/zana/kichwa-na-kijachini-pdf/index.html","many_inline_light_backgrounds","6 inline light backgrounds may need token coverage."
"/sw/zana/kikokotoo-gpa/","sw/zana/kikokotoo-gpa/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/zana/kikokotoo-gpa/","sw/zana/kikokotoo-gpa/index.html","many_inline_dark_text_colors","7 inline dark text colors may clash in dark mode."
"/sw/zana/kikokotoo-ielts/","sw/zana/kikokotoo-ielts/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/zana/kikokotoo-ielts/","sw/zana/kikokotoo-ielts/index.html","many_inline_dark_text_colors","7 inline dark text colors may clash in dark mode."
"/sw/zana/kilinganisha-maandishi/","sw/zana/kilinganisha-maandishi/index.html","many_inline_dark_text_colors","7 inline dark text colors may clash in dark mode."
"/sw/zana/kubadilisha-format-pdf/","sw/zana/kubadilisha-format-pdf/index.html","many_inline_light_backgrounds","6 inline light backgrounds may need token coverage."
"/sw/zana/kubadilisha-pdf-na-picha/","sw/zana/kubadilisha-pdf-na-picha/index.html","many_inline_light_backgrounds","7 inline light backgrounds may need token coverage."
"/sw/zana/kubadilisha-vipimo/","sw/zana/kubadilisha-vipimo/index.html","many_inline_light_backgrounds","6 inline light backgrounds may need token coverage."
"/sw/zana/kubadilisha-vipimo/","sw/zana/kubadilisha-vipimo/index.html","many_inline_dark_text_colors","8 inline dark text colors may clash in dark mode."
"/sw/zana/kubana-pdf/","sw/zana/kubana-pdf/index.html","many_inline_light_backgrounds","11 inline light backgrounds may need token coverage."
"/sw/zana/kubana-pdf/","sw/zana/kubana-pdf/index.html","many_inline_dark_text_colors","8 inline dark text colors may clash in dark mode."
"/sw/zana/kuficha-taarifa-pdf/","sw/zana/kuficha-taarifa-pdf/index.html","many_inline_light_backgrounds","6 inline light backgrounds may need token coverage."
"/sw/zana/kujaza-fomu-pdf/","sw/zana/kujaza-fomu-pdf/index.html","many_inline_light_backgrounds","6 inline light backgrounds may need token coverage."
"/sw/zana/kulinda-pdf-kwa-nenosiri/","sw/zana/kulinda-pdf-kwa-nenosiri/index.html","many_inline_light_backgrounds","6 inline light backgrounds may need token coverage."
"/sw/zana/kupanga-kurasa-pdf/","sw/zana/kupanga-kurasa-pdf/index.html","many_inline_light_backgrounds","13 inline light backgrounds may need token coverage."
"/sw/zana/kupanga-kurasa-pdf/","sw/zana/kupanga-kurasa-pdf/index.html","many_inline_dark_text_colors","10 inline dark text colors may clash in dark mode."
"/sw/zana/kusaini-pdf/","sw/zana/kusaini-pdf/index.html","many_inline_light_backgrounds","11 inline light backgrounds may need token coverage."
"/sw/zana/kusaini-pdf/","sw/zana/kusaini-pdf/index.html","many_inline_dark_text_colors","8 inline dark text colors may clash in dark mode."
