route,relPath,family,issue,evidence,fixCandidates
"/lifestyle/","lifestyle/index.html","lifestyle","custom_mobile_nav_search","lifestyle/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","lifestyle | assets/js/components/navbar.js adoption"
"/lifestyle/inflation/","lifestyle/inflation/index.html","lifestyle","custom_mobile_nav_search","lifestyle/inflation/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","lifestyle | assets/js/components/navbar.js adoption"
"/lifestyle/savings/","lifestyle/savings/index.html","lifestyle","custom_mobile_nav_search","lifestyle/savings/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","lifestyle | assets/js/components/navbar.js adoption"
"/mortgage-property/","mortgage-property/index.html","mortgage-property","sub16_form_controls","mortgage-property/index.html: .btn-g sets control text to 14.4px. | mortgage-property/index.html: .btn-outline sets control text to 14.4px.","mortgage-property/index.html | shared mobile form sizing pattern"
"/mortgage-property/","mortgage-property/index.html","mortgage-property","tap_targets_below_44","mortgage-property/index.html: .btn-g is likely about 43.3px tall. | mortgage-property/index.html: .btn-outline is likely about 43.3px tall.","mortgage-property/index.html | shared 44px tap target pattern"
"/mortgage-property/","mortgage-property/index.html","mortgage-property","late_multicolumn_collapse","mortgage-property/index.html: .cat-hero .feat-grid keeps 2 columns until 640px.","mortgage-property/index.html | shared early-collapse layout pattern"
"/offline.html","offline.html","(root)","custom_mobile_nav_search","offline.html: Page uses custom mobile chrome tokens: bottom-nav, menu-toggle, drawer, nav-link, search-input.","(root) | assets/js/components/navbar.js adoption"
"/pro/apps/agri-farmops/","pro/apps/agri-farmops/index.html","pro","missing_shared_navbar","pro/apps/agri-farmops/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/agri-farmops/","pro/apps/agri-farmops/index.html","pro","custom_mobile_nav_search","pro/apps/agri-farmops/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/beauty/","pro/apps/beauty/index.html","pro","missing_shared_navbar","pro/apps/beauty/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/beauty/","pro/apps/beauty/index.html","pro","custom_mobile_nav_search","pro/apps/beauty/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/books/","pro/apps/books/index.html","pro","missing_shared_navbar","pro/apps/books/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/books/","pro/apps/books/index.html","pro","tap_targets_below_44","pro/apps/books/index.html: .books-nav a is likely about 36px tall.","pro/apps/books/index.html | shared 44px tap target pattern"
"/pro/apps/books/","pro/apps/books/index.html","pro","late_multicolumn_collapse","pro/apps/books/index.html: .books-snapshot keeps 4 columns until 760px. | pro/apps/books/index.html: .books-account-grid keeps 4 columns until 760px. | pro/apps/books/index.html: .books-metrics keeps 5 columns until 760px. | pro/apps/books/index.html: .books-form-grid keeps 3 columns until 760px. | pro/apps/books/index.html: .books-check-grid keeps 5 columns until 760px. | pro/apps/books/index.html: .books-workflows keeps 5 columns until 760px.","pro/apps/books/index.html | shared early-collapse layout pattern"
"/pro/apps/books/","pro/apps/books/index.html","pro","custom_mobile_nav_search","pro/apps/books/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/clinic-desk/","pro/apps/clinic-desk/index.html","pro","missing_shared_navbar","pro/apps/clinic-desk/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/clinic-desk/","pro/apps/clinic-desk/index.html","pro","custom_mobile_nav_search","pro/apps/clinic-desk/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/creator-studio/","pro/apps/creator-studio/index.html","pro","missing_shared_navbar","pro/apps/creator-studio/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/creator-studio/","pro/apps/creator-studio/index.html","pro","tap_targets_below_44","pro/apps/creator-studio/index.html: .creator-nav a is likely about 36px tall.","pro/apps/creator-studio/index.html | shared 44px tap target pattern"
"/pro/apps/creator-studio/","pro/apps/creator-studio/index.html","pro","late_multicolumn_collapse","pro/apps/creator-studio/index.html: .creator-snapshot keeps 4 columns until 760px. | pro/apps/creator-studio/index.html: .creator-metrics keeps 5 columns until 760px. | pro/apps/creator-studio/index.html: .creator-workflows keeps 5 columns until 760px. | pro/apps/creator-studio/index.html: .creator-row keeps 2 columns until 760px. | pro/apps/creator-studio/index.html: .creator-grid-2 keeps 2 columns until 760px. | pro/apps/creator-studio/index.html: .creator-grid-3 keeps 3 columns until 760px.","pro/apps/creator-studio/index.html | shared early-collapse layout pattern"
"/pro/apps/creator-studio/","pro/apps/creator-studio/index.html","pro","custom_mobile_nav_search","pro/apps/creator-studio/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/daily-os/","pro/apps/daily-os/index.html","pro","missing_shared_navbar","pro/apps/daily-os/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/daily-os/","pro/apps/daily-os/index.html","pro","custom_mobile_nav_search","pro/apps/daily-os/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/events/","pro/apps/events/index.html","pro","missing_shared_navbar","pro/apps/events/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/events/","pro/apps/events/index.html","pro","tap_targets_below_44","pro/apps/events/index.html: .event-nav a is likely about 36px tall.","pro/apps/events/index.html | shared 44px tap target pattern"
"/pro/apps/events/","pro/apps/events/index.html","pro","late_multicolumn_collapse","pro/apps/events/index.html: .event-metrics keeps 2 columns until 520px.","pro/apps/events/index.html | shared early-collapse layout pattern"
"/pro/apps/events/","pro/apps/events/index.html","pro","horizontal_overflow_risk","pro/apps/events/index.html: table sets min-width to 820px.","pro/apps/events/index.html | shared overflow guard pattern"
"/pro/apps/events/","pro/apps/events/index.html","pro","custom_mobile_nav_search","pro/apps/events/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/faith-community/","pro/apps/faith-community/index.html","pro","missing_shared_navbar","pro/apps/faith-community/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/faith-community/","pro/apps/faith-community/index.html","pro","custom_mobile_nav_search","pro/apps/faith-community/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/field-service/","pro/apps/field-service/index.html","pro","missing_shared_navbar","pro/apps/field-service/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/field-service/","pro/apps/field-service/index.html","pro","custom_mobile_nav_search","pro/apps/field-service/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/food-kitchen/","pro/apps/food-kitchen/index.html","pro","missing_shared_navbar","pro/apps/food-kitchen/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/food-kitchen/","pro/apps/food-kitchen/index.html","pro","custom_mobile_nav_search","pro/apps/food-kitchen/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/grants-tenders/","pro/apps/grants-tenders/index.html","pro","missing_shared_navbar","pro/apps/grants-tenders/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/grants-tenders/","pro/apps/grants-tenders/index.html","pro","tap_targets_below_44","pro/apps/grants-tenders/index.html: .grant-nav a is likely about 36px tall.","pro/apps/grants-tenders/index.html | shared 44px tap target pattern"
"/pro/apps/grants-tenders/","pro/apps/grants-tenders/index.html","pro","late_multicolumn_collapse","pro/apps/grants-tenders/index.html: .grant-snapshot keeps 4 columns until 760px. | pro/apps/grants-tenders/index.html: .grant-metrics keeps 5 columns until 760px. | pro/apps/grants-tenders/index.html: .grant-workflows keeps 5 columns until 760px. | pro/apps/grants-tenders/index.html: .grant-row keeps 2 columns until 760px. | pro/apps/grants-tenders/index.html: .grant-grid-2 keeps 2 columns until 760px. | pro/apps/grants-tenders/index.html: .grant-grid-3 keeps 3 columns until 760px.","pro/apps/grants-tenders/index.html | shared early-collapse layout pattern"
"/pro/apps/grants-tenders/","pro/apps/grants-tenders/index.html","pro","custom_mobile_nav_search","pro/apps/grants-tenders/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/hr/","pro/apps/hr/index.html","pro","missing_shared_navbar","pro/apps/hr/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/hr/","pro/apps/hr/index.html","pro","tap_targets_below_44","pro/apps/hr/index.html: .hr-nav a is likely about 36px tall.","pro/apps/hr/index.html | shared 44px tap target pattern"
"/pro/apps/hr/","pro/apps/hr/index.html","pro","late_multicolumn_collapse","pro/apps/hr/index.html: .hr-snapshot keeps 4 columns until 760px. | pro/apps/hr/index.html: .hr-metrics keeps 5 columns until 760px. | pro/apps/hr/index.html: .hr-workflows keeps 7 columns until 760px. | pro/apps/hr/index.html: .hr-setup-form keeps 2 columns until 760px. | pro/apps/hr/index.html: .hr-grid-2 keeps 2 columns until 760px. | pro/apps/hr/index.html: .hr-mini-dashboard keeps 5 columns until 760px.","pro/apps/hr/index.html | shared early-collapse layout pattern"
"/pro/apps/hr/","pro/apps/hr/index.html","pro","custom_mobile_nav_search","pro/apps/hr/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/legal-desk/","pro/apps/legal-desk/index.html","pro","custom_mobile_nav_search","pro/apps/legal-desk/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/legal/","pro/apps/legal/index.html","pro","missing_shared_navbar","pro/apps/legal/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/legal/","pro/apps/legal/index.html","pro","tap_targets_below_44","pro/apps/legal/index.html: .legal-nav a is likely about 36px tall.","pro/apps/legal/index.html | shared 44px tap target pattern"
"/pro/apps/legal/","pro/apps/legal/index.html","pro","late_multicolumn_collapse","pro/apps/legal/index.html: .legal-snapshot keeps 4 columns until 760px. | pro/apps/legal/index.html: .legal-metrics keeps 5 columns until 760px. | pro/apps/legal/index.html: .legal-workflows keeps 5 columns until 760px. | pro/apps/legal/index.html: .legal-row keeps 2 columns until 760px. | pro/apps/legal/index.html: .legal-grid-2 keeps 2 columns until 760px. | pro/apps/legal/index.html: .legal-grid-3 keeps 3 columns until 760px.","pro/apps/legal/index.html | shared early-collapse layout pattern"
"/pro/apps/legal/","pro/apps/legal/index.html","pro","custom_mobile_nav_search","pro/apps/legal/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/life-admin/","pro/apps/life-admin/index.html","pro","missing_shared_navbar","pro/apps/life-admin/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/life-admin/","pro/apps/life-admin/index.html","pro","custom_mobile_nav_search","pro/apps/life-admin/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/payroll/","pro/apps/payroll/index.html","pro","tap_targets_below_44","pro/apps/payroll/index.html: .apo-nav a is likely about 38px tall.","pro/apps/payroll/index.html | shared 44px tap target pattern"
"/pro/apps/payroll/","pro/apps/payroll/index.html","pro","late_multicolumn_collapse","pro/apps/payroll/index.html: .apo-form-grid keeps 2 columns until 760px. | pro/apps/payroll/index.html: .apo-action-grid keeps 4 columns until 760px. | pro/apps/payroll/index.html: .apo-command keeps 5 columns until 760px. | pro/apps/payroll/index.html: .apo-grid-2 keeps 2 columns until 760px. | pro/apps/payroll/index.html: .apo-grid-3 keeps 3 columns until 760px. | pro/apps/payroll/index.html: .apo-workflow keeps 3 columns until 760px.","pro/apps/payroll/index.html | shared early-collapse layout pattern"
"/pro/apps/property-projects/","pro/apps/property-projects/index.html","pro","missing_shared_navbar","pro/apps/property-projects/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/property-projects/","pro/apps/property-projects/index.html","pro","tap_targets_below_44","pro/apps/property-projects/index.html: .prop-nav a is likely about 36px tall.","pro/apps/property-projects/index.html | shared 44px tap target pattern"
"/pro/apps/property-projects/","pro/apps/property-projects/index.html","pro","late_multicolumn_collapse","pro/apps/property-projects/index.html: .prop-snapshot keeps 4 columns until 760px. | pro/apps/property-projects/index.html: .prop-metrics keeps 5 columns until 760px. | pro/apps/property-projects/index.html: .prop-workflows keeps 6 columns until 760px. | pro/apps/property-projects/index.html: .prop-row keeps 2 columns until 760px. | pro/apps/property-projects/index.html: .prop-grid-2 keeps 2 columns until 760px. | pro/apps/property-projects/index.html: .prop-tool-grid keeps 2 columns until 760px.","pro/apps/property-projects/index.html | shared early-collapse layout pattern"
"/pro/apps/property-projects/","pro/apps/property-projects/index.html","pro","custom_mobile_nav_search","pro/apps/property-projects/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/school-academy/","pro/apps/school-academy/index.html","pro","missing_shared_navbar","pro/apps/school-academy/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/school-academy/","pro/apps/school-academy/index.html","pro","custom_mobile_nav_search","pro/apps/school-academy/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/seller/","pro/apps/seller/index.html","pro","missing_shared_navbar","pro/apps/seller/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/seller/","pro/apps/seller/index.html","pro","tap_targets_below_44","pro/apps/seller/index.html: .seller-nav a is likely about 36px tall. | pro/apps/seller/index.html: .daily-close-list div,.setup-score-list div,.workflow-list a is likely about 37.2px tall. | pro/apps/seller/index.html: .inventory-summary div is likely about 39.2px tall. | pro/apps/seller/index.html: .payment-summary div is likely about 37.2px tall.","pro/apps/seller/index.html | shared 44px tap target pattern"
"/pro/apps/seller/","pro/apps/seller/index.html","pro","late_multicolumn_collapse","pro/apps/seller/index.html: .seller-metrics keeps 2 columns until 520px. | pro/apps/seller/index.html: .daily-close-list,.setup-score-list,.workflow-list keeps 2 columns until no collapse rule. | pro/apps/seller/index.html: .inventory-summary keeps 2 columns until no collapse rule. | pro/apps/seller/index.html: .payment-summary keeps 2 columns until no collapse rule.","pro/apps/seller/index.html | shared early-collapse layout pattern"
"/pro/apps/seller/","pro/apps/seller/index.html","pro","horizontal_overflow_risk","pro/apps/seller/index.html: table sets min-width to 720px.","pro/apps/seller/index.html | shared overflow guard pattern"
"/pro/apps/seller/","pro/apps/seller/index.html","pro","custom_mobile_nav_search","pro/apps/seller/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/stream-intelligence/","pro/apps/stream-intelligence/index.html","pro","missing_shared_navbar","pro/apps/stream-intelligence/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/stream-intelligence/","pro/apps/stream-intelligence/index.html","pro","tap_targets_below_44","pro/apps/stream-intelligence/index.html: .si-nav a is likely about 36px tall.","pro/apps/stream-intelligence/index.html | shared 44px tap target pattern"
"/pro/apps/stream-intelligence/","pro/apps/stream-intelligence/index.html","pro","late_multicolumn_collapse","pro/apps/stream-intelligence/index.html: .si-grid keeps 2 columns until 640px.","pro/apps/stream-intelligence/index.html | shared early-collapse layout pattern"
"/pro/apps/stream-intelligence/","pro/apps/stream-intelligence/index.html","pro","custom_mobile_nav_search","pro/apps/stream-intelligence/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/tax-compliance/","pro/apps/tax-compliance/index.html","pro","missing_shared_navbar","pro/apps/tax-compliance/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/tax-compliance/","pro/apps/tax-compliance/index.html","pro","tap_targets_below_44","pro/apps/tax-compliance/index.html: .tax-nav a is likely about 36px tall.","pro/apps/tax-compliance/index.html | shared 44px tap target pattern"
"/pro/apps/tax-compliance/","pro/apps/tax-compliance/index.html","pro","late_multicolumn_collapse","pro/apps/tax-compliance/index.html: .tax-attention-grid keeps 4 columns until 760px. | pro/apps/tax-compliance/index.html: .tax-form-grid keeps 4 columns until 760px. | pro/apps/tax-compliance/index.html: .tax-obligation-grid keeps 3 columns until 760px. | pro/apps/tax-compliance/index.html: .tax-lane-grid keeps 4 columns until 760px. | pro/apps/tax-compliance/index.html: .tax-calendar keeps 4 columns until 760px. | pro/apps/tax-compliance/index.html: .tax-pack-grid,.tax-source-grid,.tax-import-grid keeps 2 columns until 760px.","pro/apps/tax-compliance/index.html | shared early-collapse layout pattern"
"/pro/apps/tax-compliance/","pro/apps/tax-compliance/index.html","pro","custom_mobile_nav_search","pro/apps/tax-compliance/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/apps/trade-desk/","pro/apps/trade-desk/index.html","pro","missing_shared_navbar","pro/apps/trade-desk/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/apps/trade-desk/","pro/apps/trade-desk/index.html","pro","tap_targets_below_44","pro/apps/trade-desk/index.html: .trade-nav a is likely about 36px tall.","pro/apps/trade-desk/index.html | shared 44px tap target pattern"
"/pro/apps/trade-desk/","pro/apps/trade-desk/index.html","pro","late_multicolumn_collapse","pro/apps/trade-desk/index.html: .trade-snapshot keeps 4 columns until 760px. | pro/apps/trade-desk/index.html: .trade-metrics keeps 5 columns until 760px. | pro/apps/trade-desk/index.html: .trade-workflows keeps 5 columns until 760px. | pro/apps/trade-desk/index.html: .trade-row keeps 2 columns until 760px. | pro/apps/trade-desk/index.html: .trade-grid-2 keeps 2 columns until 760px. | pro/apps/trade-desk/index.html: .trade-grid-3 keeps 3 columns until 760px.","pro/apps/trade-desk/index.html | shared early-collapse layout pattern"
"/pro/apps/trade-desk/","pro/apps/trade-desk/index.html","pro","custom_mobile_nav_search","pro/apps/trade-desk/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/","pro/index.html","pro","tap_targets_below_44","pro/index.html: .pro-account-status .status-actions a is likely about 34px tall. | pro/index.html: .pro-lab-actions a is likely about 40px tall.","pro/index.html | shared 44px tap target pattern"
"/pro/settings/billing/","pro/settings/billing/index.html","pro","late_multicolumn_collapse","pro/settings/billing/index.html: .billing-row keeps 2 columns until no collapse rule.","pro/settings/billing/index.html | shared early-collapse layout pattern"
"/pro/settings/","pro/settings/index.html","pro","missing_shared_navbar","pro/settings/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/settings/","pro/settings/index.html","pro","tap_targets_below_44","pro/settings/index.html: .ps-nav a is likely about 36px tall.","pro/settings/index.html | shared 44px tap target pattern"
"/pro/settings/","pro/settings/index.html","pro","late_multicolumn_collapse","pro/settings/index.html: .ps-grid keeps 2 columns until 720px. | pro/settings/index.html: .ps-row keeps 2 columns until 720px. | pro/settings/index.html: .ps-form-grid keeps 2 columns until 720px. | pro/settings/index.html: .ps-nav keeps 3 columns until 720px.","pro/settings/index.html | shared early-collapse layout pattern"
"/pro/settings/","pro/settings/index.html","pro","custom_mobile_nav_search","pro/settings/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input.","pro | assets/js/components/navbar.js adoption"
"/pro/success/","pro/success/index.html","pro","late_multicolumn_collapse","pro/success/index.html: .feature-list keeps 2 columns until 600px.","pro/success/index.html | shared early-collapse layout pattern"
"/pro/team/","pro/team/index.html","pro","missing_shared_navbar","pro/team/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/team/","pro/team/index.html","pro","tap_targets_below_44","pro/team/index.html: .pt-nav a is likely about 36px tall.","pro/team/index.html | shared 44px tap target pattern"
"/pro/team/","pro/team/index.html","pro","late_multicolumn_collapse","pro/team/index.html: .pt-metrics keeps 5 columns until 720px. | pro/team/index.html: .pt-grid keeps 3 columns until 720px. | pro/team/index.html: .pt-nav keeps 3 columns until 720px. | pro/team/index.html: .pt-grid,.pt-metrics keeps 2 columns until 720px.","pro/team/index.html | shared early-collapse layout pattern"
"/pro/team/","pro/team/index.html","pro","custom_mobile_nav_search","pro/team/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/vault/","pro/vault/index.html","pro","missing_shared_navbar","pro/vault/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/vault/","pro/vault/index.html","pro","tap_targets_below_44","pro/vault/index.html: .pb-nav a is likely about 36px tall.","pro/vault/index.html | shared 44px tap target pattern"
"/pro/vault/","pro/vault/index.html","pro","late_multicolumn_collapse","pro/vault/index.html: .pb-metrics keeps 5 columns until 720px. | pro/vault/index.html: .pb-grid keeps 3 columns until 720px. | pro/vault/index.html: .pb-row keeps 2 columns until 720px. | pro/vault/index.html: .pb-nav keeps 3 columns until 720px. | pro/vault/index.html: .pb-grid,.pb-metrics keeps 2 columns until 720px.","pro/vault/index.html | shared early-collapse layout pattern"
"/pro/vault/","pro/vault/index.html","pro","custom_mobile_nav_search","pro/vault/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/pro/workspace/","pro/workspace/index.html","pro","missing_shared_navbar","pro/workspace/index.html: Full page does not use <afro-navbar> or the shared navbar component script.","assets/js/components/navbar.js adoption | pro"
"/pro/workspace/","pro/workspace/index.html","pro","tap_targets_below_44","pro/workspace/index.html: .pc-nav a is likely about 36px tall.","pro/workspace/index.html | shared 44px tap target pattern"
"/pro/workspace/","pro/workspace/index.html","pro","late_multicolumn_collapse","pro/workspace/index.html: .pc-attention-grid keeps 3 columns until 760px. | pro/workspace/index.html: .pc-usage-grid keeps 2 columns until 760px. | pro/workspace/index.html: .pc-nav keeps 3 columns until 760px. | pro/workspace/index.html: .pc-side-apps keeps 5 columns until 760px.","pro/workspace/index.html | shared early-collapse layout pattern"
"/pro/workspace/","pro/workspace/index.html","pro","custom_mobile_nav_search","pro/workspace/index.html: Page uses custom mobile chrome tokens: topbar, bottom-nav, drawer, search-input, filter-bar.","pro | assets/js/components/navbar.js adoption"
"/property/","property/index.html","property","custom_mobile_nav_search","property/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","property | assets/js/components/navbar.js adoption"
"/property/rent-buy/","property/rent-buy/index.html","property","custom_mobile_nav_search","property/rent-buy/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","property | assets/js/components/navbar.js adoption"
"/property/stamp-duty/","property/stamp-duty/index.html","property","custom_mobile_nav_search","property/stamp-duty/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","property | assets/js/components/navbar.js adoption"
"/property/yield/","property/yield/index.html","property","custom_mobile_nav_search","property/yield/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","property | assets/js/components/navbar.js adoption"
"/religious-cultural/","religious-cultural/index.html","religious-cultural","late_multicolumn_collapse","religious-cultural/index.html: .rc-grid keeps 2 columns until 480px.","religious-cultural/index.html | shared early-collapse layout pattern"
"/salary-tax/francophone/","salary-tax/francophone/index.html","salary-tax","custom_mobile_nav_search","salary-tax/francophone/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","salary-tax | assets/js/components/navbar.js adoption"
"/search/","search/index.html","search","sub16_form_controls","search/index.html: .search-brand a sets control text to 12px. | search/index.html: .search-brand a::before sets control text to 13.6px. | search/index.html: .chip sets control text to 12.2px. | search/index.html: .chip-count sets control text to 10.4px.","search/index.html | shared mobile form sizing pattern"
"/search/","search/index.html","search","tap_targets_below_44","search/index.html: .chip-count is likely about 14.5px tall.","search/index.html | shared 44px tap target pattern"
"/search/","search/index.html","search","late_multicolumn_collapse","search/index.html: .skeleton-card keeps 2 columns until no collapse rule.","search/index.html | shared early-collapse layout pattern"
"/south-africa/","south-africa/index.html","south-africa","late_multicolumn_collapse","south-africa/index.html: .za-info-grid keeps 2 columns until 600px.","south-africa/index.html | shared early-collapse layout pattern"
"/start/","start/index.html","start","tap_targets_below_44","start/index.html: .start-directs a is likely about 40px tall.","start/index.html | shared 44px tap target pattern"
"/style-guide.html","style-guide.html","(root)","tap_targets_below_44","style-guide.html: .sg-nav a is likely about 27.2px tall.","style-guide.html | shared 44px tap target pattern"
"/suggest-tool/","suggest-tool/index.html","suggest-tool","sub16_form_controls","suggest-tool/index.html: .form-card-sub sets control text to 13.1px. | suggest-tool/index.html: .field input, .field textarea, .field select sets control text to 14.1px.","suggest-tool/index.html | shared mobile form sizing pattern"
"/supabase/email-templates/confirm-signup.html","supabase/email-templates/confirm-signup.html","supabase","custom_mobile_nav_search","supabase/email-templates/confirm-signup.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","supabase | assets/js/components/navbar.js adoption"
"/supabase/email-templates/reset-password.html","supabase/email-templates/reset-password.html","supabase","custom_mobile_nav_search","supabase/email-templates/reset-password.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","supabase | assets/js/components/navbar.js adoption"
"/sw/404.html","sw/404.html","sw/404.html","sub16_form_controls","sw/404.html: .search-btn sets control text to 14px.","sw/404.html | shared mobile form sizing pattern"
"/sw/biashara-na-uzingatiaji/","sw/biashara-na-uzingatiaji/index.html","sw/biashara-na-uzingatiaji","tap_targets_below_44","sw/biashara-na-uzingatiaji/index.html: .sw-malipo ya awalid-pdf-crosslinks a is likely about 32.1px tall.","sw/biashara-na-uzingatiaji/index.html | shared 44px tap target pattern"
"/sw/biashara-ndogo/","sw/biashara-ndogo/index.html","sw/biashara-ndogo","tap_targets_below_44","sw/biashara-ndogo/index.html: .sw-malipo ya awalid-pdf-crosslinks a is likely about 32.1px tall.","sw/biashara-ndogo/index.html | shared 44px tap target pattern"
